title,code,song_by,status
It Ain't Me,26026,Kygo ft. Selena Gomez,New
Itatama Pa Ba O Tama Na,26343,Donnalyn Bartolome,New
Ito Ang Gusto Ko,26203,"Francis
Magalona",New
It's A Vibe,26345,2 Chainz ft Ty Dolla Sign Trey,New
It's Hard To Say Goodbye,18712,"Celine Dion &
Paul Anka",New
It's True,18966,Backstreet Boys,New
Itulog Mo Na Yan,18873,Moonstar88,New
I've Got You,26255,Mcfly,New
Jealous,18727,Nick Jonas,New
Jealous Heart,26017,Ray Price,New
Jesus,18863,Chris Tomlin,New
John Wayne,18824,Lady Gaga,New
Jump Around,26248,Limp Bizkit,New
Just Because,26146,Anita Baker,New
Just Fall In Love Again,26463,Angeline Quinto,New
Kahit Hindi Naging Tayo,26300,Willie Revillame,New
Kahit Sa Pangarap Lang,18702,Roel Cortez,New
Kai,26078,Maryzark,New
Kaligayahan,18716,Eddie Peregrina,New
Kaliwa't Kanan,26325,"Julian Sean ft
Smugglaz",New
Kapit,26003,Christian Bautista,New
Karapatan,26400,Bing Rodrigo,New
Kariton/Nasaan Ang Pusa,18816,"Pbb Dream
Team",New
Kay Tagal,26063,Mark Carpio,New
King Of Anything,18759,Sarah Bareiles,New
Kiss In The Rain,26048,Billie Myers,New
Kissing Strangers,18910,DNCE ft Nicki Minaj,New
Kugmo,26358,"Aggressive
Audio",New
Kulay,26378,Young JV,New
Kumakaba,26350,Sassa,New
"Kumusta Ka, Mahal",26405,Victor Wood,New
Kumusta Na,18980,Yano,New
Kung Ito Ang Palad Ko,26451,Eddie Peregrina,New
Kung Mababalik,26138,604,New
Kung Magiging Tayo,18749,Rocksteddy,New
Kung Maibabalik Ko,18948,LDS ft Yeng Constantino,New
Kung Pwede Lang,26014,Alexa Ilacad,New
Kung Sakali Man,26104,Angeline Quinto,New
Kwentong Barbero,18807,Ron Henley,New
Kwentuhan,26053,Sugarfree,New
L.O.V.E,26416,Michael Buble,New
Lady,26233,Austin Mahone ft Pitbull,New
Lalaban Ako Para Sa,26470,"Manny
Pacquiao",New
Lambing,18862,Silent Sanctuary,New
Landas,26062,Marco Sison,New
Langit,26249,Agot Isidro,New
Langit Ang Pag-ibig,18989,Donna Cruz,New
Last Night,26147,The Vamps,New
Last Train Home,18938,FM Static,New
Lead Me On,18971,"Maxine
Nightingale",New
Leave (Get Out),26042,JoJo,New
Leaving Town,18869,Dexter Freebish,New
Let Me Tell Your Fortune,26243,Gary Lewis & The Playboys,New
Let's Stay Together,26187,Al Green,New
Life Goes On,26108,Fergie,New
Ligaw Tingin,26384,Smokey Mountain,New
Lightyears,26452,Eraserheads,New
Lihim,26359,Milk 'N Money,New
Like We Used To,26368,A Rocket To The Moon,New
Listen,18949,Kyla,New
Listen To The Man,26355,George Ezra,New
Location,26412,Khalid,New
Lonely Street,18985,Andy Williams,New
Long Drive,26317,Jason Mraz,New
Look What You Made Me Do,26471,Taylor Swift,New
Lose Your Way,26148,Sophie B. Hawkins,New
Losing My Mind,26467,Charlie Puth,New
Loud Music,18950,Michelle Branch,New
Love Comes From The Most Unexpected Places,18891,Jose Feliciano,New
Love Galore,26439,"SZA ft. Travis
Scott",New
Love Has Come My Way,26453,Heart Evangelista,New
Love Is All There Is,26214,The Boss,New
Love Is Forever,18967,Billy Ocean,New
Love is You,26213,Ten 2 Five,New
Love Love Love,18743,"Hope ft. Jason
Mraz",New
Love Makes The World Go Round,26267,Everly Brothers,New
Love Me Or Leave Me,26245,Little Mix,New
Love Me So,18704,Stereo Kicks,New
Love Of My Life,18993,Michael Smith,New
Love On The Brain,18755,Rihanna,New
Love On The Weekend,18839,John Mayer,New
Love Sensation,26128,911,New
Love Will Show You Everything,18733,Jennifer Love Hewitt,New
Love Won't Let Me Wait,26022,Major Harris,New
Lovely Day,18730,Bill Withers,New
Loving Arms,18902,Dixie Chicks,New
"Lumiliwanag Ang Mundo Sa
Kwento Ng Pasko!",26454,"ABS-CBN
Christmas ID",New
Lutang,26079,Ely Buendia And Itchyworms,New
Mack The Knife,18885,Bobby Darin,New
Macy's Day Parade,26254,Greenday,New
Magbago Ka,26109,Freddie Aguilar,New
"Magic Knight Ray Earth
Opening Theme",26284,"Magic Knight
Ray Earth",New
Magkasama Tayo sa Kwento ng Pasko,26407,"ABS-CBN
Christmas",New
Magulong Pamilya,18890,Dolphy & Panchito,New
Mahal Kita,18817,Andrew E.,New
Mahalin Ka Ng Totoo,18734,Toni Gonzaga,New
Mahika,26117,TJ Monterde,New
Makin' Me Fall In Love Again,26192,Kellie Pickler,New
Makin' Whoopee,26360,Frank Sinatra,New
Malibu,26030,Miley Cyrus,New
Mama,26133,Jonas Blue ft. William Singe,New
Man From Manila,26250,"Francis
Magalona",New
Manila,26118,Rivermaya,New
Maniwala Ka,26455,Hungry Young Poets,New
Mapagmahal Ako,18835,April Boys,New
Maria,26309,Blondie,New
Maria Theresa,26411,Joel Trinidad,New
Mark My Words,18925,Justin Bieber,New
Mask Off,26314,Future,New
"May The Good Lord Bless
And Keep You",18896,Jose Mari Chan,New
Me And You,26299,Kenny Chesney,New
Midsummer Nights,26194,Kenny Rogers,New
Mind Over Matters Of The Heart,18811,Restless Heart,New
Missed You,26149,Sam Concepcion,New
Misteryo,18945,"Sarah
Geronimo",New
Most Girls,26421,Hailee Steinfeld,New
Mr. Jones,26456,Counting Crows,New
Mr. Kupido,18866,Rachel Alejandro,New
Mr. Saxobeat,26361,Alexander Stan,New
Muli,18964,Parokya Ni Edgar,New
My Boy,26362,Elvis Pesley,New
My Dilemma 2.0,18953,Selena Gomez,New
My Guy,18954,Mary Wells,New
My Heroine,26174,Silverstein,New
My Special Prayer,18997,Percy Sledge,New
Nababaliw (Acoustic),26363,Letterday Story,New
Nabihag,18700,"JC De Vera ft
Jessy Mendiola",New
Nakaraang Pasko,26403,Kuh Ledesma,New
Narda,26261,Daryl Ong,New
Naririnig Mo Ba,26210,Julie Anne San Jose,New
Narito Na Ang Pasko (Paglamig Ng Hangin),26398,Ariel Rivera,New
Nasaan Ka,18822,Eloisa,New
Nasaan Ka Man,26033,Martin Nievera,New
Need The Sun To Break,18744,James Bay,New
Never Alone,18841,Lady Antebellum,New
Never Gonna Fall In Love Again,18691,Eric Carmen,New
Never Knew I Needed,26034,Ne-yo,New
Never The Bright Lights,18775,Violent Playground,New
Never Turn Back,26397,Al Hibbler,New
New Day,26364,Alicia Keys,New
New York and Back,26351,Leanne and Naara,New
"Ngayong Pasko
Magniningning Ang Pilipino",26457,"Toni Gonzaga
and Gary V.",New
No Doubt About It,18853,Empire Cast,New
No Good In Goodbye,26150,The Script,New
No Greater Love,18736,Clara Benin,New
No More,26251,A1,New
"No More Tears (Enough Is
Enough)",26151,Donna Summer,New
No Plan,18735,David Bowie,New
No Vacancy,26381,One Republic,New
Nobody But You,18908,Monica Cuenco,New
Nobody's Better,18833,Z ft. Fetty Wap,New
Not Even The King,26458,Alicia Keys,New
Not In That Way,18750,Sam Smith,New
Nothing But Love,26012,Mr. Big,New
Notion,18961,Kings Of Leon,New
Now Or Never,18932,Halsey,New
O Holy Night,26429,Mariah Carey,New
Oblivion,18688,Bastille,New
Oh Girl,26424,Paul Young,New
Oh My Papa,26402,Everly Brothers,New
On The Side Of Angels,18955,Leann Rimes,New
Once Again,26252,Southborder,New
One After 909,18854,The Beatles,New
One Life,18742,Boyce Avenue,New
One Love,18737,Justine Bieber,New
One Of The Boys,18698,Katy Perry,New
One Way Or Another,18900,Blondie,New
Only Memories Are Our Friends,26010,Heintje,New
Only You,26301,"Peter Hewlett
and Josie Aiello",New
Only You,26302,The Commodores,New
Oo Nga Pala,18842,Marion,New
Other Side Of The Sun,18990,Janis Ian,New
Our Day Will Come,18832,The Carpenters,New
Our Moment,26472,Kyle Echarri,New
Outlaws Of Love,26459,Adam Lambert,New
Over You,26006,Daughtry,New
Paalam Na,18909,MYMP,New
Paano Ka Magiging Akin,18850,True Faith,New
Paano Na Ako,26046,Susan Cuevas,New
Padre Damaso,18776,Warlock,New
'Pag Pwede Na Ang Puso Mo,18845,Tim Pavino,New
Pagdating Ng Pasko,26460,Jose Mari Chan,New
"Pagputi Ng Uwak, Pag-itim Ng Tagak",18987,Basil Valdez,New
Pain In My Heart,18738,Arnel Pineda,New
Panahon Na Naman ng Harana,18739,Rico Blanco and Chito Miranda,New
Pananagutan,18858,Jireh Lim,New
Pangako,18957,Northdrive,New
Pangarap,18992,Maricris Garcia,New
Pangarap Ko Ang Ibigin Ka,26297,Erik Santos,New
Para Sa 'Yo,26383,Randy Santiago,New
Parang 'Di Ko Na Kaya,26365,April Boys,New
Parang Tayo Pero Hindi,18895,Angeline Quinto & Michael,New
Pasko Sa Bawat Kalye Ng Mundo,26423,The Clingy Bunch,New
Pasko Sa Pinas,26406,"Yeng
Constantino",New
Passionfruit,26262,Drake,New
Payo,26177,The Youth,New
Peaches and Cream,18956,112,New
Perfect,26144,Ed Sheeran,New
Perfume,26388,New Hope Club,New
Physical,18914,The Aces,New
Pigface,26169,Greyhoundz,New
Pink White Blue,18962,Mayonnaise,New
Pinoy Ang Gusto Ko,18857,Dj Alvaro,New
Platinum Karaoke Jingle,26289,"Platinum
Karaoke",New
Playing God,26279,Paramore,New
Please Be With Me,18696,Eric Clapton,New
Please Don't Go,18941,Joel Adams,New
Please Don't Say You Love Me,18903,Gabrielle Aplin,New
POV,26447,McFly,New
Power,26321,Little Mix ft Stormy,New
Praying,26376,Kesha,New
Precious And Few,26401,Climax,New
Pretty Hurts,26366,Beyonce,New
Pumped Up Kicks,26253,"Foster The
People",New
Pusong Babae,26113,Donita Nose,New
Pusong Ligaw,26263,Jona,New
Pusuan Mo,18933,KJ Reyes,New
Put It In A Love Song,26441,Alicia Keys ft Beyonce,New
Put The Cuffs On Me,26420,The Tide,New
Pwede Ba,26328,Willie Revillame,New
Pwede Bang Ako Nalang Ulit,26461,Bugoy Drilon,New
Raggamuffin Girl,26367,Apache Indian ft Frankie Paul,New
Rainbow,18911,Colbie Caillat,New
Raise Your Glass,26051,Pink,New
Rake It Up,26428,Yo Gotti ft. Nicki Minaj,New
Raspberry Girl,26462,Chicosci,New
Ready For It,26426,Taylor Swift,New
Reason For Breathing,18693,Baby Face,New
Recovering,26395,Celine Dion,New
Redbone,26311,Childish Gambino,New
Repetition,18969,"Information
Society",New
Rhythm Of Love,18859,Plain White T's,New
Ride,18729,Twenty One Pilots,New
Ring Of Fire,18798,Johnny Cash,New
Rise Up,26157,Andra Day,New
Rockabye,18836,"Clean Bandit
ft.Sean Paul &",New
Rockin' Into The Night,18958,38 Special,New
Rolex,26370,Ayo & Teo,New
Run Every Time,18939,Gavin DeGraw,New
Runaway,18781,Zendee,New
Sa Ngalan Ng Pag-ibig,26269,Acel Bisa,New
Sa Piling Mo,26481,Bayang Barrios,New
Sa 'Yo Na Lang Ako,18984,Dennis Trillo,New
Sabot-Sabot,18760,Phylum,New
Safe And Sound,18861,Rebelution,New
Sail Over Seven Seas,18717,Gina T,New
Salamat Na Lang,18978,Shamrock,New
Salawahan,26258,Boyfriends,New
Salisi,18761,Isha,New
Sama-Sama,18767,Alamid,New
Sandali Lang,26270,Silent Sanctuary,New
Sandcastles,18758,Beyonce,New
Save Myself,26348,Ed Sheeran,New
Save Room,26438,John Legend,New
Saving Forever For You,26266,Shanice,New
Say You Will,26293,Billy Gilman,New
Scars,18875,Papa Roach,New
Secret,26111,Heart,New
Send Me The Pillow,26106,Everly Brothers,New
September,26482,Daughtry,New
September Song,18732,JP Cooper,New
Sexy Lady,26041,Jessie J,New
Shape Of My Heart,18867,Sting,New
Shape of You,18721,Ed Sheeran,New
Shed A Light,18756,Robin Schulz & David Guetta ft,New
Should We Carry On,26257,Airplay,New
Show Me How You Burlesque,26483,Christina Aguilera,New
Sick Cycle Carousel,18871,Lifehouse,New
Sidekick,18819,Dawin,New
Sign of the Times,18922,Harry Styles,New
Simply,18751,Sara Hickman,New
Sinta,26067,Rockstar,New
Slamdunk Closing,26283,Slamdunk,New
Slamdunk Opening Theme,26285,Slamdunk,New
Sleep Now In The Fire,18876,Rage Against The Machine,New
Slide,26228,"Calvin Harris ft
Frank Ocean,",New
Slippery,26319,Migos ft. Gucci Mane,New
Slow Hands,26173,Niall Horan,New
Smile In Your Sleep,26256,Silverstein,New
So Good,26037,Zara Larsson ft Ty Dolla Sign,New
So Long Sweet Summer,18762,"Dashboard
Confessional",New
Somebody Done Somebody Wrong Song,18988,BJ Thomas,New
Somebody Else,26239,The 1975,New
Somebody Waiting,26092,Karen Wyman,New
Someday,18897,Juris,New
Someday,26246,"Michael Buble ft
Meghan Trainor",New
Someday (You'll Want Me To Want You),18965,Ricky Nelson,New
Something Big,26329,Shawn Mendes,New
Something Just Like This,18936,The Chainsmokers,New
Something Stupid,18812,Frank Sinatra & Nancy Sinatra,New
Something To,26344,"Kygo & The
Chainsmokers ft",New
Sometimes You Just Know,26159,Jaya,New
Somewhere Along The Way,18913,Manilyn Reynes,New
Somewhere Over The Rainbow,26390,Ariana Grande,New
Son Of A Preacher Man,26164,Dusty Springfield,New
Sorry Not Sorry,26371,Demi Lovato,New
Soul To Squeeze,26271,Red Hot Chili Pepper,New
Spark,18799,Liza Soberano,New
Speechless,26264,Lady Gaga,New
Spell,26165,Marie Digby,New
Square Rooms,26272,Al Corey,New
Standing Right Next To Me,26069,Karla Bonoff,New
Staring At The Sun,26070,U2,New
Stay,18830,Ric Segreto,New
Stay,26023,"Zedd, Alessia Cara",New
Stay,26385,Miley Cyrus,New
Stay Awake,18994,Ronnie Laws,New
"Stop, Look, Listen",26485,"Michael
McDonald &",New
"Stop, Look, Listen To Your Heart",26195,The Stylistics,New
Straight To My Heart,26166,Backstreet Boys,New
Strip That Down,26141,"Liam Payne ft.
Quavo",New
Stuck With Each Other,26045,Shontelle ft. Akon,New
Suitcase,18694,Before You Exit,New
Sukob Na,26273,Aiza Seguerra,New
Sumilong Ka,26114,Angelina Cruz,New
Summertime Sadness,26071,Lana Del Rey,New
Sun And Moon,26274,Lea Salonga & Simon Bowman,New
Sunday Morning,26036,The Bolshoi,New
Suppose,18763,Second Hand Serenade,New
Surrender,26176,Billy Talent,New
Susi,18851,Milyo Naryo,New
Swalla,18820,jason Derulo ft Nicki Minaj &,New
Swish Swish,26479,"Katy Perry ft.
Nicki Minaj",New
T.V. Man,26145,The Bolshoi,New
Tadhana,18764,Denise Barcena,New
Take A Look Around,26011,Limp Bizkit,New
Take It All,26486,Adele,New
Take Me Back Blue,18768,Darby Walker,New
Taking Over Me,18765,Lawson,New
Tama O Mali,26168,Thyro & Yumi,New
Tandang Tanda,18800,Thyro and Yumi,New
Tanging Sa'Yo,18796,Jerome Abalos,New
Tarzan Boy,26025,Baltimora,New
Tatapangan,26430,Volts Vallejo,New
Tayo Lang Ang May Alam,18806,Peryodiko,New
Tea and Sympathy,18870,Jars of Clay,New
Tender Love,26167,Jordan Knight,New
Tersera,26386,Mayonnaise,New
That's The Way Of A Clown,26303,Victor Wood,New
That's What I Like,18715,Bruno Mars,New
The Best Day,18777,Taylor Swift,New
The Best Is Yet To Come,26275,Frank Sinatra,New
The Coconut Nut,26331,"Smokey
Mountain",New
The Crossroads,26487,Bone Thugs N' Harmony,New
The Cure,18926,Lady Gaga,New
The Great Unkown,26280,Hale ft Sarah Geronimo,New
The Judge,26198,Twenty One Pilots,New
The Last Night Of The World,26387,"Leah Salonga
and Simon",New
The Morning After,26095,Maureen McGovern,New
The Other,26234,Lauv,New
The Painter,26050,O-Town,New
The Sound,18766,The 1975,New
The Sound Of Silence,18834,Disturbed,New
The Way I Do,18943,Marcos Hernandez,New
The Way You Look Tonight,26208,Michael Buble,New
The Wayward Wind,26240,The Everly Brothers,New
The Weekend,26478,SZA,New
Then The Morning Comes,18703,Smash Mouth,New
There's Always Me,26040,Elvis Presley,New
There's Nothing Holdin' Me Back,26018,Shawn Mendes,New
Things Are Getting Complicated,18860,Rivermaya,New
Things I'll Never Say,26153,Avril Lavigne,New
Think About The Times,18705,Ten Years After,New
This Girl,18719,Kungs vs Cookin On 3,New
This Will Be,18852,Natalie Cole,New
Thunder,26437,Imagine Dragons,New
'Til The End Of Time,26116,Jona,New
Till I Kissed You,26107,Everly Brothers,New
Time For Love,26396,Air Supply,New
Time Machine,18880,The Click Five,New
Titig Ng Pag-Ibig,18805,McLisse and MayWard,New
To Be Loved,26332,Train,New
Today,26215,"Willamette
Stone",New
Toinks,26161,Maymay Entrata,New
Told You So,26016,Paramore,New
Too Good At Goodbyes,26480,Sam Smith,New
Too Shy To Say,26066,Stevie Wonder,New
Torete,26417,"Moira Dela
Torre",New
Touch,18829,Little Mix,New
Touch and Go,18793,Ed Sheeran,New
Tri Akkorda,26136,Sveta Muzika,New
Trouble,26178,Coldplay,New
Try A Little Love,26352,"Oscar Harris
And The",New
Tsinelas,18906,Kamikazee,New
Tulsa Time,26312,Eric Clapton,New
Tumahan Ka Na,26380,Noven Belleza,New
Tumalon,18968,Ella Cruz & Julian Trono,New
Turistang Bilmoko,18981,Fred Panopio,New
Two For The Road,18923,Henry Mancini,New
"Two Less Lonely People In
The World",26413,KZ Tandingan,New
Two Of Us,26231,Eddie Peregrina,New
Two Rivers,26179,The Adventures,New
U.T.I.(Umasa Tapos Iniwan),26324,Rocksteddy,New
Ulipon Sa Gugmang Giatay,26281,Ambassaddors,New
Under The Reggae Moon,18881,"Brownman
Revival",New
Unguarded Moment,26155,The Church,New
Unleash The Diva,26236,4th Impact,New
Unli,26044,BoybandPH,New
Until It's Time For You To Go,26296,Elvis Presley,New
Used To,18977,Daughtry,New
Vaya Con Dios,26096,Nat King Cole,New
Venus,26313,Frankie Avalon,New
Waiting,26488,Beyonce,New
Wala Lang,18794,Edray Teodoro,New
Walang Basagan,26389,Rico Blanco,New
Walang Dahilan,26076,Gimme 5,New
Walang Hanggan,18847,Quest,New
Walang Kapalit,26372,Dingdong Avanzado,New
Waterfall,18827,Stargate ft. Pink & Sia,New
We All Roll Along,26432,The Maine,New
We Are Angels,26286,Dragon Ball Z Ending,New
"We Gotta Power(Dragonball Z
Opening Theme)",26287,Dragonball,New
We Know The Way,18825,"Opetaia Foa'i, Moana",New
We May Never Pass,26404,Seals & Crofts,New
Wedding Song,26443,Davey Langit,New
We'll Meet Again,26295,Eddie Peregrina,New
What About Us,26425,Pink,New
What Hurts The Most,18701,Rascal Flatts,New
What If We Fall In Love,26180,Crystal Gayle and Gary Morris,New
When I Need You,18927,Leo Sayer,New
When I'm In Love,18789,Richard Sanderson,New
When I'm Missing You,26074,A1,New
When Summer Is Gone,26131,Gary Lewis And The Playboys,New
Whenever You Close Your Eyes,26282,Tommy Page,New
Where You Are,26154,Gavin DeGraw,New
Who Will Save Your Soul,26181,Jewel,New
Why Can't It Be,26115,Kaye Cal,New
Why Don't You Love Me,26182,Hot Chelle Rae ft Demi Lovato,New
Why Must I,26334,Eddie Peregrina,New
Wild Thoughts,26230,"DJ Khaled ft.
Rihanna Bryson",New
Will You Still Love Me Tomorrow,26375,Juris,New
Wish,18959,Coward,New
Within,18865,Sarah Geronimo,New
Woman In Chains,18778,Tears For Fears ft Oleta Adams,New
Wonderland By Night,26139,"Engelbert
Humperdinck",New
Word Up,26235,Little Mix,New
Would I Lie To You,26260,Charles & Eddie,New
Xman,18855,2 Years Apart,New
Yaya,18697,Jimmy Bondoc,New
Yellowbird,26158,Brothers Four,New
You,26427,Ten2Five,New
You (You Are The Only One),26188,Albert West,New
You Are Everything,18790,The Stylistics,New
You Are My Song,26265,Martin Nieverra,New
You Don't Wanna Know,18779,Orianthi,New
You Stole My Heart,26200,Big Mountain,New
Young And Relentless,18846,"Against The
Crime",New
Your Body,18901,Christina Aguilera,New
Your Guardian Angel,18699,Alden Richards,New
You're Not There,18780,Lukas Graham,New
You're Not There,26061,Lukas Graham,New
You're Still Here,26060,Kathy Troccoli,New
You're Welcome,18821,Dwayne Johnson,New
Yours,26056,Callum Scott,New
(The Man Who Shot) Liberty Valance,26700,Gene Pitney,New
A Shoulder To Cry On,26759,Tommy Page,New
A Stranger Song,26866,Marit Larsen,New
A.D.I.D.A.S.,26751,Korn,New
After,26834,Eddie Peregrina,New
Alaala,26747,Jimi Jurado,New
All Around,26595,America,New
All I Want (This Christmas),26490,Martin Nievera,New
All Of My Life,26593,Diana Ross,New
Almost Like Praying,26748,"Lin-Manuel
Miranda",New
Alon,26709,Hale,New
Animations,26726,Dawin,New
Anino,26632,Wolfgang,New
Anything For You,26544,Nina,New
As If I Didn't Know,26702,Adam Wade,New
Asian Moon,26824,Lobo,New
At Last,26503,Nat King Cole,New
Autograph,26502,John Denver,New
Awit Kay Inay,26665,Carol Banawa,New
Awit ni Lira (Sa Pangarap Lang),26862,Mikee Quintos,New
Bad At Love,26669,Halsey,New
Bagyo,26612,Jake Zyrus,New
Bakit Bigo Ang Puso,26752,Eddie Peregrina,New
Bakit Ganyan Ka?,26836,Gracenote and Chito Miranda,New
Balang Araw,26539,Julian Trono,New
Balita,26573,Asin,New
Baliw (Acoustic),26629,Maymay & Edward,New
Bartier Cardi,26782,"Cardi B ft
Savage 21",New
Be My Fairytale,26851,Janella Salvador,New
Beautiful (As You),26501,"Jim Brickman
And Wayne",New
Beautiful Trauma,26736,P!nk,New
Bedroom Floor,26732,Liam Payne,New
Believe,26508,Josh Groban,New
Ben,26592,Boyzone,New
Bes,26617,Migz Haleco,New
Bitterness,26775,The Wild Swans,New
Bizarre Love Triangle,26689,Frente,New
Blame It On The Bossa Nova,26818,Eydie Gorme,New
Blow Your Mind Mwah,26839,Dua Lipa,New
Boogie Oogie Oogie,26511,"A Taste Of
Honey",New
Break Na Tayo,26492,Alex Gonzaga,New
Breed,26690,Nirvana,New
Bridge Of Light,26631,Pink,New
Bugtong-Bugtong,26794,Florante,New
Call It What You Want,26645,Taylor Swift,New
Can I Be Him,26728,James Arthur,New
"Can't Give You Anything
(But My Love)",26821,The Stylistics,New
Can't Help Falling In,26561,Richard Marx,New
Chubibo,26515,Fig Newton,New
Circle,26565,"Edie Brickel and
New Bohemians",New
Clap Snap,26864,Icona Pop,New
Close Enough,26804,"Christian
Bautista",New
Crazy,26757,Patsy Cline,New
Crazy For You,26858,Sponge Cola,New
Dahan,26823,"December
Avenue",New
Dalangin Ko,26743,Zander Kahn,New
Dance For You,26495,Beyonce,New
Daughter Of Darkness,26603,Tom Jones,New
Devil Woman,26816,Cliff Richards,New
Di Ako F'ckboy,26514,"JRoa & Emcee
Rhenn ft",New
Dito Lang Sa Aking Tabi,26835,Marte,New
Dito Sa Kanto,26829,"Noel Cabangon
Feat Chito",New
Dito Tayo Sa Dilim,26853,Pedicab,New
Diwata,26802,Jireh Lim,New
Doesn't Mean A Thing,26496,Alicia Keys,New
Don't Ever Leave Me,26594,Eddie Peregrina,New
Dusk Till Dawn,26746,Zayn ft. Sia,New
Echame La Culpa,26737,"Luis Fonsi, Demi Lovato",New
Elevator,26497,David Archuleta,New
End Game,26646,"Taylor Swift Ft
Ed Sheeran &",New
Enough Said,26498,Aaliyah ft Drake,New
Escape (The Pina Colada,26605,Rupert Holmes,New
Extensyon,26626,Inigo Pascual ft Aikee,New
Fake Happy,26724,Paramore,New
Fight For Your Right,26750,Beastie Boys,New
Finesse Remix,26781,Bruno Mars ft Cardi B,New
First Day Out,26671,Kodak Black,New
Forevermore,26606,Juris,New
Getting To Know Each Other,26520,Xian Lim,New
Gigil Si Aquo,26783,Vice Ganda,New
God's Plan,26838,Drake,New
Good Time Baby,26507,Bobby Rydell,New
Gorgeous,26624,Gene Loves Gezebel,New
Gorgeous,26673,Taylor Swift,New
Got You,26531,Toni Gonzaga,New
Graduation (Friends Forever),26777,Vitamin C,New
Gucci Gang,26729,Lil Pump,New
Half The Way,26491,Crystal Gayle,New
Have I Told You Lately That I Love You,26706,Michael Buble,New
Hayaan Mo Sila,26718,"Ex Batallion,
OC Dawgs ft J",New
Hayop Na Kombo,26633,Yoyoy Villame,New
Hazy Shade Of Winter,26698,"Simon &
Garfunkel",New
He Could Be The One,26611,Hannah Montana,New
Hearts Don't Break Round Here,26647,Ed Sheeran,New
Heaven Can Wait,26634,We The Kings,New
Heaven Must Be Missing An Angel,26635,Tavares,New
Hello,26636,Kuh Ledesma,New
Hey,26616,Matteo Guidicelli,New
High End,26715,Tanya Markova,New
Him & I,26840,"G-Eazy &
Halsey",New
Hindi Ka Na Mag-iisa,26637,Jennylyn Mercado,New
Hit 'Em Up Style(Oops!),26780,Blu Cantrell,New
Hit The Road Jack,26499,Buster Pointdexter,New
Hiwaga,26638,Up Dharma Down,New
How Long,26711,Charlie Puth,New
How Would You Feel,26537,Ed Sheeran,New
Huling Gabi,26519,"Moira Dela
Torre & Quest",New
Huling Gabi,26666,Maja Salvador,New
Human,26590,Craig David,New
I Am A Good Girl,26532,Christina Aguilera,New
I Can't Turn You Loose,26819,Otis Redding,New
I Do,26639,Westlife,New
I Don't,26788,Mariah Carey ft YG,New
I Drove All Night,26831,Roy Orbison,New
I Fall Apart,26667,Post Malone,New
I Forgot To Be Your,26533,William Bell,New
I Found A Boy,26534,Adele,New
I Get The Bag,26509,Gucci Mane ft Migos,New
"I Have Questions/
Crying In The Club",26568,Camila Cabello,New
I Miss You,26535,Beyonce,New
I Only Want To Be With You,26640,Vonda Shepard,New
I Won't Back Down,26604,"Tom Petty &
The",New
IDGAF,26828,Dua Lipa,New
If I Am,26773,Nine Days,New
Ikaw,26513,Daryl Ong,New
Ikaw Ang Buhay Ko,26745,Piolo Pascual,New
Ikaw Ang Buhay Ko,26799,King,New
Ikaw Ang Langit Ko,26641,Celeste Legaspi,New
Ikaw Lang Ang Mamahalin,26784,KZ Tandingan,New
I'll Be Loving You,26494,Westlife,New
I'll Be There For You,26627,Jake Zyrus,New
I'll Never Love This Way Again,26649,"Gary
Valenciano",New
I'm Ok,26536,Christina Aguilera,New
I'm So Lonesome I Could Cry,26506,"The Everly
Brothers",New
Inday,26848,Salbakuta,New
Inspired,26552,Miley Cyrus,New
Istorya,26714,The Juans,New
It Ain't Over 'Til It's Over,26543,Lenny Kravitz,New
It's A Beautiful Day,26642,Michael Buble,New
Juju On That Beat,26771,Zay Hilfigerr & Zayioin McCall,New
Just Like Heaven,26806,The Cure,New
Just Love Ngayong Christmas,26608,"ABS-CBN
Christmas",New
Just What I Needed,26758,The Cars,New
Kahit Kunwari,26792,TJ Monterde,New
Kahit Mali Ang Puso,26597,Garry Cruz,New
Kaibigan Blues,26545,Zelle,New
Kailan Pa,26655,"Parokya Ni
Edgar",New
Kalsada,26832,Sam Concepcion,New
Kanlungan,26841,"Hannah
Precillas",New
Kaya Mo,26707,"Mark Bautista, Rico Blanco,",New
Kiwi,26716,Harry Styles,New
KNKLG,26785,Julian Trono,New
L.O.V.E.,26694,Al Green,New
Ladies Night,26656,"Kool and the
Gang",New
Last Message,26540,Jona,New
Lemon,26844,N.E.R.D. ft Rihanna,New
Let It Snow,26546,Michael Buble,New
Let Me Blow Ya Mind,26547,Eve ft Gwen Stefani,New
Let Me Get To Know You,26600,Paul Anka,New
Let Me Go,26713,Hailee Steinfeld Alesso ft.,New
Let You Down,26767,NF,New
Liability,26803,Lorde,New
Lights Down Low,26764,Max ft Gnash,New
Little Star,26721,"Pops
Fernandez",New
Live For Love,26756,Nonoy Zuniga,New
Livin' On Love,26811,Alan Jackson,New
Lonely Teardrops,26760,Victor Wood,New
Losing Grip,26762,Avril Lavigne,New
Love Buzz,26863,Nirvana,New
Love Lockdown,26628,Kanye West,New
Love Me,26493,Collin Raye,New
Love Me Now And Forever,26797,Romeo Miranda,New
Love Song,26861,The Cure,New
Love To Love You Baby,26548,"Donna
Summers",New
Love Was Born On Christmas Day,26549,Regine Velasquez,New
Love You Anyway,26550,Boyzone,New
